kid cudi+day 'n' nite,kid cudi,day 'n' nite,"['verse', 'nite', 'toss', 'turn', 'keep', 'stressin', 'mind', 'mind', 'look', 'peace', 'dont', 'attain', 'need', 'keeps', 'silly', 'game', 'play', 'play', 'look', 'madness', 'magnet', 'keeps', 'attracting', 'fast', 'think', 'first', 'surely', 'finish', 'last', 'last', 'chorus', 'cause', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'alone', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'nite', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'alone', 'things', 'never', 'change', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'nite', 'verse', 'hold', 'phone', 'lonely', 'stoner', 'missed', 'solo', 'move', 'cant', 'seem', 'shake', 'shake', 'within', 'dreams', 'sees', 'life', 'made', 'made', 'pain', 'deep', 'silent', 'sleeper', 'wont', 'hear', 'peep', 'peep', 'girl', 'wants', 'dont', 'seem', 'want', 'seems', 'feelings', 'chorus', 'cause', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'alone', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'nite', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'alone', 'things', 'never', 'change', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'nite', 'verse', 'slow', 'tempo', 'slows', 'creates', 'seems', 'alive', 'though', 'feelin', 'blue', 'shinin', 'super', 'cool', 'cool', 'lonely', 'nites', 'fade', 'away', 'slips', 'white', 'nikes', 'smokes', 'clip', 'free', 'mind', 'search', 'free', 'mind', 'search', 'free', 'mind', 'search', 'chorus', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'alone', 'nite', 'lonely', 'loner', 'seems', 'free', 'mind', 'nite', 'nite', 'nite', 'lonely', 'stoner', 'seems', 'free', 'mind', 'nite', 'alone', 'things', 'never', 'change', 'lonely', 'loner', 'seems', 'free', 'mind', 'night', 'night']"
Kid Cudi+make her say,Kid Cudi,make her say,"['feat', 'kanye', 'west', 'common', 'cudi', 'make', 'lady', 'gaga', 'poker', 'face', 'poker', 'face', 'make', 'ohwhat', 'poker', 'face', 'first', 'poker', 'face', 'cudi', 'wanna', 'whatever', 'like', 'bring', 'friend', 'hell', 'night', 'mean', 'stand', 'like', 'grouper', 'cause', 'gotta', 'beeper', 'mean', 'prime', 'might', 'sayin', 'aint', 'joggin', 'either', 'girl', 'gotta', 'phat', 'yeah', 'type', 'make', 'tell', 'bitch', 'dance', 'fuck', 'otha', 'niggas', 'cause', 'bitches', 'fuck', 'otha', 'niggas', 'cause', 'stickin', 'fuck', 'otha', 'niggas', 'cause', 'hope', 'lickin', 'fuck', 'otha', 'bitches', 'cause', 'trickin', 'hoping', 'rider', 'said', 'done', 'spit', 'swallow', 'nooow', 'aint', 'trip', 'bout', 'niggas', 'like', 'cause', 'mommy', 'know', 'could', 'really', 'make', 'lady', 'gaga', 'poker', 'face', 'poker', 'face', 'make', 'ohwhen', 'poker', 'face', 'poker', 'face', 'kanye', 'west', 'want', 'whatever', 'like', 'gonna', 'bring', 'friend', 'gonna', 'hell', 'night', 'made', 'hold', 'upyea', 'born', '88word', 'thatdamn', 'enough', 'seniority', 'sorority', 'explains', 'love', 'college', 'getting', 'brain', 'library', 'cause', 'love', 'knowledge', 'used', 'medulla', 'oblongata', 'give', 'scoliosis', 'comatosest', 'sleep', 'yeah', 'osmosis', 'thats', 'commandment', 'aint', 'gotta', 'moses', 'champagne', 'toastest', 'damn', 'planes', 'coastest', 'fuck', 'benz', 'parked', 'like', 'rosa', 'lady', 'gaga', 'poker', 'face', 'poker', 'face', 'make', 'ohwhen', 'poker', 'face', 'poker', 'facei', 'make', 'common', 'said', 'want', 'whatever', 'like', 'gotta', 'bring', 'friend', 'hell', 'night', 'blamed', 'alcohol', 'hair', 'bound', 'fall', 'damn', 'cudi', 'already', 'said', 'poker', 'face', 'book', 'already', 'read', 'head', 'gooder', 'music', 'electro', 'body', 'known', 'blow', 'fuses', 'stripper', 'south', 'lookin', 'payday', 'said', 'bitch', 'love', 'like', 'conscious', 'head', 'right', 'conscious', 'dick', 'embody', 'everything', 'godly', 'party', 'raised', 'southside', 'safari', 'lady', 'gaga', 'poker', 'face', 'poker', 'face', 'make', 'ohwhen', 'poker', 'face', 'poker', 'facei', 'make', 'lady', 'gaga', 'cant', 'read', 'cant', 'read', 'cant', 'read', 'poker', 'face', 'shes', 'like', 'nobody']"
Kid Cudi+she came along,Kid Cudi,she came along,"['strange', 'stopped', 'loving', 'loving', 'stopped', 'needing', 'needing', 'came', 'along', 'strange', 'changed', 'like', 'night', 'night', 'walked', 'away', 'walked', 'away', 'came', 'along', 'baby', 'baby', 'upset', 'know', 'shady', 'blame', 'like', 'fugazy', 'work', 'lazy', 'sayin', 'shame', 'left', 'chick', 'double', 'separate', 'like', 'siamese', 'didnt', 'anybody', 'tell', 'better', 'threes', 'reason', 'knock', 'kneed', 'tell', 'homie', 'zulee', 'wouldnt', 'knock', 'tell', 'lies', 'youre', 'sloppy', 'leave', 'friends', 'jock', 'understand', 'know', 'please', 'understand', 'lovin', 'tease', 'right', 'mind', 'probably', 'leave', 'cant', 'three', 'peoples', 'strange', 'stopped', 'loving', 'loving', 'stopped', 'needing', 'needing', 'came', 'along', 'strange', 'changed', 'like', 'night', 'night', 'walked', 'away', 'walked', 'away', 'came', 'along', 'please', 'listen', 'dont', 'baby', 'live', 'life', 'fine', 'ladies', 'heads', 'better', 'gave', 'messed', 'stressin', 'lately', 'please', 'tell', 'know', 'gotta', 'feel', 'feel', 'imagine', 'lounging', 'together', 'feel', 'feel', 'feel', 'love', 'triangle', 'love', 'angles', 'spend', 'time', 'wont', 'trip', 'spazz', 'long', 'home', 'freak', 'friends', 'know', 'exactly', 'bout', 'heavy', 'living', 'dreams', 'sexy', 'know', 'probably', 'think', 'stress', 'free', 'without', 'ever', 'left', 'never', 'better', 'youll', 'miss', 'baby', 'baby', 'talk', 'tell', 'lets', 'work', 'baby', 'need', 'baby', 'yall', 'baby', 'need', 'baby', 'yall', 'need', 'baby', 'take', 'hand', 'baby', 'girl', 'lets', 'roll', 'make', 'feel', 'okay', 'take', 'hand', 'make', 'feel', 'okay', 'okay', 'strange', 'stopped', 'loving', 'loving', 'stopped', 'needing', 'needing', 'came', 'along', 'strange', 'changed', 'like', 'night', 'night', 'walked', 'away', 'walked', 'away', 'came', 'along', 'strange', 'stopped', 'loving', 'loving', 'stopped', 'needing', 'needing', 'came', 'along', 'strange', 'changed', 'like', 'night', 'night', 'walked', 'away', 'walked', 'away', 'came', 'along']"
Coldplay+brothers & sisters,Coldplay,brothers & sisters,"['brothers', 'sisters', 'unite', 'time', 'lives', 'time', 'lives', 'break', 'break', 'gotta', 'spread', 'love', 'around', 'gotta', 'spread', 'around', 'brothers', 'sisters', 'feel', 'fine', 'time', 'lives', 'time', 'lives', 'sound', 'sound', 'like', 'feeling', 'youve', 'found', 'like', 'feeling', 'youve', 'found', 'stay', 'sounds', 'youll', 'feel', 'stay', 'sounds', 'youll', 'feel', 'theyre', 'looking', 'never', 'survive', 'well', 'around', 'brothers', 'sisters', 'unite', 'time', 'lives', 'time', 'lives', 'break', 'break', 'gotta', 'spread', 'love', 'around', 'gotta', 'spread', 'around', 'stay', 'sounds', 'youll', 'feel', 'stay', 'round', 'sounds', 'youll', 'feel', 'theyre', 'looking', 'never', 'survive', 'well', 'around', 'gonna', 'alright']"
Coldplay+shiver,Coldplay,shiver,"['look', 'direction', 'attention', 'know', 'dont', 'listen', 'cause', 'straight', 'dont', 'moment', 'wake', 'moment', 'sleep', 'side', 'stop', 'waiting', 'line', 'care', 'want', 'change', 'well', 'changed', 'good', 'want', 'know', 'youll', 'always', 'wanted', 'dont', 'shiver', 'shiver', 'sing', 'loud', 'clear', 'always', 'waiting', 'know', 'much', 'need', 'never', 'even', 'final', 'chance', 'getting', 'moment', 'wake', 'moment', 'sleep', 'side', 'stop', 'waiting', 'line', 'care', 'care', 'want', 'change', 'well', 'changed', 'good', 'want', 'know', 'youll', 'always', 'wanted', 'dont', 'shiver', 'dont', 'shiver', 'sing', 'loud', 'clear', 'always', 'waiting', 'yeah', 'always', 'waiting', 'yeah', 'always', 'waiting', 'yeah', 'always', 'waiting', 'always', 'waiting', 'dont', 'hear', 'loud', 'clear', 'sing', 'loud', 'clear', 'always', 'waiting', 'look', 'direction', 'attention', 'know', 'much', 'need', 'never', 'even']"
Coldplay+yellow,Coldplay,yellow,"['look', 'stars', 'look', 'shine', 'everything', 'yeah', 'yellow', 'came', 'along', 'wrote', 'song', 'things', 'called', 'yellow', 'took', 'turn', 'thing', 'done', 'yellow', 'skin', 'yeah', 'skin', 'bones', 'turn', 'something', 'beautiful', 'know', 'know', 'love', 'know', 'love', 'swam', 'across', 'jumped', 'across', 'thing', 'yellow', 'drew', 'line', 'drew', 'line', 'thing', 'yellow', 'skin', 'yeah', 'skin', 'bones', 'turn', 'something', 'beautiful', 'know', 'bleed', 'bleed', 'true', 'look', 'shine', 'look', 'shine', 'look', 'shine', 'look', 'shine', 'look', 'shine', 'look', 'shine', 'look', 'stars', 'look', 'shine', 'things']"
Coldplay+parachutes,Coldplay,parachutes,"['haze', 'stormy', 'haze', 'round', 'loving', 'always', 'always', 'take', 'time', 'wait', 'line', 'always', 'always', 'thanks', 'francesco', 'corrections']"
Coldplay+trouble,Coldplay,trouble,"['spiderweb', 'tangled', 'lost', 'head', 'thought', 'stupid', 'things', 'said', 'whats', 'spiderweb', 'caught', 'middle', 'turned', 'thought', 'stupid', 'things', 'done', 'never', 'meant', 'cause', 'trouble', 'never', 'never', 'meant', 'wrong', 'well', 'ever', 'caused', 'trouble', 'never', 'meant', 'harm', 'spiderweb', 'middle', 'twist', 'turn', 'little', 'bubble', 'singing', 'never', 'meant', 'cause', 'trouble', 'never', 'meant', 'wrong', 'well', 'ever', 'caused', 'trouble', 'never', 'meant', 'harm', 'spun', 'spun', 'spun']"
Adele+hometown glory,Adele,hometown glory,"['walking', 'missing', 'cracks', 'pavement', 'tutting', 'heel', 'strutting', 'feet', 'anything', 'dear', 'anyone', 'could', 'call', 'thank', 'please', 'madam', 'aint', 'lost', 'wandering', 'round', 'hometown', 'memories', 'fresh', 'round', 'hometown', 'people', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world', 'like', 'city', 'thick', 'opaque', 'love', 'everybody', 'short', 'skirts', 'shorts', 'shades', 'like', 'city', 'worlds', 'collide', 'people', 'government', 'everybody', 'taking', 'different', 'sides', 'shows', 'aint', 'gonna', 'stand', 'shit', 'shows', 'united', 'shows', 'aint', 'gonna', 'take', 'shows', 'aint', 'gonna', 'stand', 'shit', 'shows', 'united', 'round', 'hometown', 'memories', 'fresh', 'round', 'hometown', 'people', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world']"
Adele+chasing pavements,Adele,chasing pavements,"['made', 'mind', 'need', 'think', 'wrong', 'aint', 'right', 'need', 'look', 'aint', 'lust', 'know', 'love', 'tell', 'world', 'never', 'enough', 'cause', 'said', 'thats', 'exactly', 'need', 'love', 'give', 'keep', 'chasing', 'pavements', 'even', 'leads', 'nowhere', 'would', 'waste', 'even', 'knew', 'place', 'leave', 'give', 'keep', 'chasing', 'pavements', 'even', 'leads', 'nowhere', 'build', 'around', 'circles', 'wait', 'heart', 'drops', 'back', 'begins', 'tingle', 'finally', 'could', 'give', 'keep', 'chasing', 'pavements', 'even', 'leads', 'nowhere', 'would', 'waste', 'even', 'knew', 'place', 'leave', 'give', 'keep', 'chasing', 'pavements', 'even', 'leads', 'nowhere', 'give', 'keep', 'chasing', 'pavements', 'even', 'leads', 'nowhere', 'would', 'waste', 'even', 'knew', 'place', 'leave', 'give', 'keep', 'chasing', 'pavements', 'keep', 'chasing', 'pavements', 'give', 'keep', 'chasing', 'pavements', 'even', 'leads', 'nowhere', 'would', 'waste', 'even', 'knew', 'place', 'leave', 'give', 'keep', 'chasing', 'pavements', 'even', 'leads', 'nowhere']"
Adele+cold shoulder,Adele,cold shoulder,"['head', 'things', 'think', 'dont', 'make', 'sense', 'dont', 'dont', 'turn', 'round', 'like', 'fault', 'look', 'eyes', 'shoots', 'every', 'time', 'grace', 'cold', 'shoulder', 'whenever', 'look', 'wish', 'shower', 'words', 'made', 'knives', 'whenever', 'look', 'wish', 'days', 'make', 'look', 'like', 'tell', 'waste', 'time', 'heart', 'aint', 'admitting', 'youre', 'satisfied', 'know', 'know', 'feel', 'starting', 'find', 'feeling', 'grace', 'cold', 'shoulder', 'whenever', 'look', 'wish', 'shower', 'words', 'made', 'knives', 'whenever', 'look', 'wish', 'time', 'time', 'play', 'role', 'fool', 'even', 'daylight', 'gaming', 'dont', 'look', 'thing', 'hear', 'eyes', 'never', 'find', 'though', 'know', 'play', 'grace', 'cold', 'shoulder', 'whenever', 'look', 'wish', 'shower', 'words', 'made', 'knives', 'whenever', 'look', 'wish', 'grace', 'cold', 'shoulder', 'whenever', 'look', 'wish', 'shower', 'words', 'made', 'knives', 'whenever', 'look', 'wish']"
Adele+hometown glory (remixes),Adele,hometown glory (remixes),"['walking', 'missing', 'cracks', 'pavement', 'tutting', 'heel', 'strutting', 'feet', 'anything', 'dear', 'anyone', 'could', 'call', 'thank', 'please', 'madam', 'aint', 'lost', 'wandering', 'round', 'hometown', 'memories', 'fresh', 'round', 'hometown', 'people', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world', 'like', 'city', 'thick', 'opaque', 'love', 'everybody', 'short', 'skirts', 'shorts', 'shades', 'like', 'city', 'worlds', 'collide', 'people', 'government', 'everybody', 'taking', 'different', 'sides', 'shows', 'aint', 'gonna', 'stand', 'shit', 'shows', 'united', 'shows', 'aint', 'gonna', 'take', 'shows', 'aint', 'gonna', 'stand', 'shit', 'shows', 'united', 'round', 'hometown', 'memories', 'fresh', 'round', 'hometown', 'people', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world', 'wonders', 'world']"
Selena Gomez+tell me something i don't know,Selena Gomez,tell me something i don't know,"['everybody', 'tells', 'hard', 'make', 'hard', 'break', 'theres', 'fake', 'everybody', 'tells', 'wrong', 'feeling', 'shouldnt', 'believe', 'dreams', 'dreaming', 'hear', 'every', 'hear', 'time', 'never', 'going', 'amount', 'much', 'theyre', 'never', 'going', 'change', 'mind', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'like', 'many', 'inches', 'mile', 'takes', 'make', 'smile', 'treat', 'like', 'child', 'baby', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'something', 'dont', 'know', 'tell', 'tell', 'something', 'dont', 'know', 'everybody', 'tells', 'dont', 'know', 'life', 'pursuing', 'odds', 'losing', 'everybody', 'tells', 'million', 'billion', 'zillion', 'hear', 'every', 'hear', 'time', 'never', 'going', 'amount', 'much', 'theyre', 'never', 'going', 'change', 'mind', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'selena', 'track', 'like', 'katrina', 'making', 'waves', 'like', 'cold', 'medina', 'make', 'ready', 'ready', 'yeah', 'ready', 'really', 'ready', 'yeah', 'ready', 'know', 'going', 'someday', 'doesnt', 'help', 'wont', 'easy', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know']"
Selena Gomez+tell me something i don't know (radio disney version),Selena Gomez,tell me something i don't know (radio disney version),"['everybody', 'tells', 'hard', 'make', 'hard', 'break', 'theres', 'fake', 'everybody', 'tells', 'wrong', 'feeling', 'shouldnt', 'believe', 'dreams', 'dreaming', 'hear', 'every', 'hear', 'time', 'never', 'going', 'amount', 'much', 'theyre', 'never', 'going', 'change', 'mind', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'like', 'many', 'inches', 'mile', 'takes', 'make', 'smile', 'treat', 'like', 'child', 'baby', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'something', 'dont', 'know', 'tell', 'tell', 'something', 'dont', 'know', 'everybody', 'tells', 'dont', 'know', 'life', 'pursuing', 'odds', 'losing', 'everybody', 'tells', 'million', 'billion', 'zillion', 'hear', 'every', 'hear', 'time', 'never', 'going', 'amount', 'much', 'theyre', 'never', 'going', 'change', 'mind', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'selena', 'track', 'like', 'katrina', 'making', 'waves', 'like', 'cold', 'medina', 'make', 'ready', 'ready', 'yeah', 'ready', 'really', 'ready', 'yeah', 'ready', 'know', 'going', 'someday', 'doesnt', 'help', 'wont', 'easy', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know', 'tell', 'tell', 'tell', 'something', 'dont', 'know', 'something', 'dont', 'know', 'something', 'dont', 'know']"
Selena Gomez+shake it up,Selena Gomez,shake it up,"['dont', 'like', 'waiting', 'lets', 'right', 'gotta', 'ground', 'dancing', 'music', 'slows', 'sayin', 'theres', 'something', 'take', 'another', 'level', 'remix', 'everybody', 'everybody', 'floor', 'little', 'crazy', 'kick', 'hits', 'floor', 'make', 'scene', 'nobody', 'ignore', 'dont', 'knock', 'rock', 'cant', 'take', 'bring', 'lights', 'bust', 'doors', 'dust', 'shake', 'shake', 'take', 'notch', 'together', 'shake', 'shake', 'shake', 'break', 'something', 'youre', 'dancin', 'whit', 'like', 'make', 'scene', 'nobody', 'ignore', 'dont', 'knock', 'rock', 'cant', 'take', 'bring', 'lights', 'bust', 'doors', 'dust', 'shake', 'shake', 'take', 'notch', 'together', 'shake', 'shake', 'shake', 'gotta', 'change', 'days', 'right', 'brush', 'tonight', 'attitude', 'pocket', 'mood', 'youve', 'enough', 'shake', 'bring', 'lights', 'bust', 'doors', 'dust', 'shake', 'shake', 'take', 'notch', 'together', 'shake', 'shake']"
Selena Gomez+slow down (reggae remixes),Selena Gomez,slow down (reggae remixes),"['captured', 'attention', 'wanna', 'steal', 'rhythm', 'intervention', 'ready', 'inspection', 'show', 'make', 'first', 'impression', 'take', 'nice', 'slow', 'slow', 'break', 'drop', 'cause', 'want', 'party', 'night', 'neon', 'lights', 'wanna', 'feel', 'body', 'right', 'next', 'mine', 'night', 'long', 'baby', 'slow', 'song', 'coming', 'closer', 'rewind', 'night', 'long', 'baby', 'slow', 'yeah', 'baby', 'slow', 'yeah', 'baby', 'slow', 'song', 'want', 'accepting', 'applications', 'long', 'keep', 'record', 'rotation', 'know', 'good', 'mouth', 'mouth', 'resuscitation', 'breathe', 'breathe', 'amazing', 'take', 'nice', 'slow', 'slow', 'break', 'drop', 'cause', 'want', 'party', 'night', 'neon', 'lights', 'gooooo', 'wanna', 'feel', 'body', 'right', 'next', 'mine', 'night', 'long', 'baby', 'slow', 'song', 'coming', 'closer', 'rewind', 'night', 'long', 'baby', 'slow', 'yeah', 'baby', 'slow', 'yeah', 'baby', 'slow', 'song', 'breath', 'breath', 'music', 'going', 'breath', 'breath', 'stopping', 'till', 'morning', 'breath', 'breath', 'know', 'ready', 'yeahhh', 'breath', 'breath', 'music', 'going', 'breath', 'breath', 'stopping', 'till', 'morning', 'breath', 'breath', 'know', 'ready', 'yeah', 'cataracts', 'aaaah', 'wanna', 'feel', 'body', 'right', 'next', 'mine', 'night', 'long', 'baby', 'slow', 'song', 'coming', 'closer', 'rewind', 'night', 'long', 'baby', 'slow', 'yeah', 'baby', 'slow', 'yeah', 'baby', 'slow', 'song', 'cataracs', 'ahahahahahah']"
Selena Gomez+stars dance,Selena Gomez,stars dance,"['wake', 'dreams', 'watch', 'come', 'true', 'make', 'whisper', 'name', 'never', 'leave', 'room', 'night', 'muse', 'girl', 'make', 'feel', 'make', 'stars', 'dance', 'light', 'moon', 'make', 'stars', 'dance', 'want', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'dont', 'afraid', 'close', 'eyes', 'take', 'places', 'youve', 'never', 'tonight', 'thought', 'youd', 'realize', 'anything', 'mind', 'make', 'stars', 'dance', 'light', 'moon', 'make', 'stars', 'dance', 'want', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'everything', 'touch', 'turns', 'love', 'everything', 'open', 'heaven', 'instead', 'stead', 'stead', 'falling', 'flying', 'love', 'nothings', 'forever', 'stars', 'dust', 'make', 'stars', 'dance', 'light', 'moon', 'make', 'stars', 'dance', 'want', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'make', 'stars', 'dance', 'make', 'stars', 'make', 'make', 'make', 'make', 'stars', 'dance', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'dance']"
Selena Gomez+stars dance (amazon exclusive),Selena Gomez,stars dance (amazon exclusive),"['wake', 'dreams', 'watch', 'come', 'true', 'make', 'whisper', 'name', 'never', 'leave', 'room', 'night', 'muse', 'girl', 'make', 'feel', 'make', 'stars', 'dance', 'light', 'moon', 'make', 'stars', 'dance', 'want', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'dont', 'afraid', 'close', 'eyes', 'take', 'places', 'youve', 'never', 'tonight', 'thought', 'youd', 'realize', 'anything', 'mind', 'make', 'stars', 'dance', 'light', 'moon', 'make', 'stars', 'dance', 'want', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'everything', 'touch', 'turns', 'love', 'everything', 'open', 'heaven', 'instead', 'stead', 'stead', 'falling', 'flying', 'love', 'nothings', 'forever', 'stars', 'dust', 'make', 'stars', 'dance', 'light', 'moon', 'make', 'stars', 'dance', 'want', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'make', 'stars', 'dance', 'make', 'stars', 'make', 'make', 'make', 'make', 'stars', 'dance', 'everywhere', 'meet', 'make', 'stars', 'dance', 'dance', 'dance', 'dance']"
Selena Gomez+slow down (remixes),Selena Gomez,slow down (remixes),"['captured', 'attention', 'wanna', 'steal', 'rhythm', 'intervention', 'ready', 'inspection', 'show', 'make', 'first', 'impression', 'take', 'nice', 'slow', 'slow', 'break', 'drop', 'cause', 'want', 'party', 'night', 'neon', 'lights', 'wanna', 'feel', 'body', 'right', 'next', 'mine', 'night', 'long', 'baby', 'slow', 'song', 'coming', 'closer', 'rewind', 'night', 'long', 'baby', 'slow', 'yeah', 'baby', 'slow', 'yeah', 'baby', 'slow', 'song', 'want', 'accepting', 'applications', 'long', 'keep', 'record', 'rotation', 'know', 'good', 'mouth', 'mouth', 'resuscitation', 'breathe', 'breathe', 'amazing', 'take', 'nice', 'slow', 'slow', 'break', 'drop', 'cause', 'want', 'party', 'night', 'neon', 'lights', 'gooooo', 'wanna', 'feel', 'body', 'right', 'next', 'mine', 'night', 'long', 'baby', 'slow', 'song', 'coming', 'closer', 'rewind', 'night', 'long', 'baby', 'slow', 'yeah', 'baby', 'slow', 'yeah', 'baby', 'slow', 'song', 'breath', 'breath', 'music', 'going', 'breath', 'breath', 'stopping', 'till', 'morning', 'breath', 'breath', 'know', 'ready', 'yeahhh', 'breath', 'breath', 'music', 'going', 'breath', 'breath', 'stopping', 'till', 'morning', 'breath', 'breath', 'know', 'ready', 'yeah', 'cataracts', 'aaaah', 'wanna', 'feel', 'body', 'right', 'next', 'mine', 'night', 'long', 'baby', 'slow', 'song', 'coming', 'closer', 'rewind', 'night', 'long', 'baby', 'slow', 'yeah', 'baby', 'slow', 'yeah', 'baby', 'slow', 'song', 'cataracs', 'ahahahahahah']"
